City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
144,chibuto,-24.6867,33.5306,17.64,93,0,2.57,MZ,1683428893
145,lincoln,40.8,-96.667,23.95,74,40,11.32,US,1683429063
146,iqaluit,63.7506,-68.5145,-8.55,92,9,5.09,CA,1683429083
147,afaahiti,-17.75,-149.2833,28.93,83,87,6.76,PF,1683429103
148,tabou,4.423,-7.3528,25.93,86,97,2.07,CI,1683429104
149,tura,25.5198,90.2201,30.49,43,0,2.8,IN,1683429104
150,severo-yeniseyskiy,60.3725,93.0408,2.99,83,100,1.29,RU,1683429104
151,ertil',51.8406,40.8056,1.75,70,1,3.16,RU,1683429104
152,qusmuryn,52.4503,64.6311,18.85,36,11,6.23,KZ,1683429105
153,island harbour,50.724,-1.2758,12.86,96,85,1.34,GB,1683429105
154,ribas do rio pardo,-20.4431,-53.7592,22.69,73,97,1.89,BR,1683429105
155,fale old settlement,-9.3852,-171.2468,29.14,76,6,5.05,TK,1683429105
156,amahai,-3.3333,128.9167,29.33,75,42,1.71,ID,1683429106
157,kalmunai,7.4167,81.8167,26.48,81,100,1.49,LK,1683429106
158,punta arenas,-53.15,-70.9167,7.06,70,0,11.32,CL,1683428910
159,fort bragg,35.139,-79.006,20.91,59,0,4.12,US,1683428999
160,lawas,13.764,121.0566,29.43,62,7,6.36,PH,1683429107
161,eseka,3.65,10.7667,22.47,99,100,0.87,CM,1683429107
162,acapulco de juarez,16.8634,-99.8901,28.9,79,20,4.63,MX,1683429107
163,batie,9.8833,-2.9167,24.81,76,76,2.17,BF,1683429107
164,mizdah,31.4451,12.9801,18.79,29,21,1.85,LY,1683429108
165,mbanza-ngungu,-5.25,14.8667,20.09,96,100,0.47,CD,1683429108
166,boa vista,2.8197,-60.6733,25.99,83,0,1.54,BR,1683429108
167,hithadhoo,-0.6,73.0833,29.0,74,100,8.58,MV,1683429110
168,yanchep,-31.55,115.6833,18.12,43,99,8.69,AU,1683429110
169,grand-popo,6.2804,1.8225,27.68,76,100,1.54,BJ,1683429110
170,harrai,22.6167,79.2167,31.7,27,54,4.46,IN,1683429110
171,les cayes,18.2,-73.75,24.1,73,40,2.11,HT,1683429111
172,arkhara,49.4212,130.0842,18.27,21,6,3.4,RU,1683429111
173,bredasdorp,-34.5322,20.0403,14.84,81,93,0.78,ZA,1683429044
174,hasaki,35.7333,140.8333,15.22,90,100,7.99,JP,1683429112
175,sanandaj,35.3144,46.9923,16.65,35,0,1.29,IR,1683429112
176,saint george's,12.0564,-61.7485,26.82,83,20,5.14,GD,1683429112
177,baotou,40.6522,109.8222,15.64,20,54,2.71,CN,1683429112
178,holualoa,19.6228,-155.9522,23.91,77,100,2.57,US,1683429113
179,taulaga,-11.0553,-171.0883,28.66,76,6,5.12,AS,1683429113
180,launceston,-41.45,147.1667,12.56,55,17,9.26,AU,1683429113
181,ilulissat,69.2167,-51.1,-0.99,100,100,1.54,GL,1683429113
182,peniche,39.3558,-9.3811,16.27,92,28,6.59,PT,1683429114
183,arraial do cabo,-22.9661,-42.0278,23.66,82,100,3.07,BR,1683428870
184,sola,-13.8833,167.55,27.74,76,100,4.26,VU,1683429114
185,kabare,-2.4683,28.8242,15.63,97,88,0.61,CD,1683429114
186,west bay,19.3667,-81.4167,28.04,86,20,1.54,KY,1683429115
187,mezhdurechenskiy,59.6,65.9333,16.84,39,19,4.83,RU,1683429115
188,puerto ayora,-0.7393,-90.3518,26.97,95,100,1.79,EC,1683429115
189,vila velha,-20.3297,-40.2925,23.3,90,40,1.03,BR,1683429011
190,conception bay south,47.4999,-52.9981,2.47,95,100,5.35,CA,1683429116
191,ribeira grande,38.5167,-28.7,18.21,96,100,10.73,PT,1683429116
192,alpena,45.0617,-83.4327,11.14,76,100,3.09,US,1683429116
193,namibe,-15.1961,12.1522,23.13,69,6,3.04,AO,1683429116
194,flin flon,54.7682,-101.865,10.39,63,92,1.32,CA,1683429116
195,vorgashor,67.5833,63.95,-7.82,89,100,4.61,RU,1683429117
196,san pedro pochutla,15.7333,-96.4667,29.28,72,14,2.55,MX,1683429117
197,sona,45.4388,10.8255,18.47,82,0,1.03,IT,1683429117
198,macherla,16.4833,79.4333,31.29,57,58,2.03,IN,1683429117
199,barda,40.3744,47.1267,13.6,70,100,2.1,AZ,1683429118
200,nabire,-3.3667,135.4833,30.03,73,64,2.55,ID,1683429118
201,howard springs,-12.497,131.047,33.23,51,6,5.76,AU,1683429118
202,homer,59.6425,-151.5483,5.93,88,100,4.47,US,1683428894
203,kingston,17.997,-76.7936,28.53,79,40,4.63,JM,1683428994
204,saint-pierre,-21.3393,55.4781,22.82,83,40,5.14,RE,1683429120
205,loreto,22.2667,-101.9667,22.12,44,75,5.59,MX,1683429058
206,geraldton,-28.7667,114.6,23.23,43,75,9.77,AU,1683429120
207,puerto armuelles,8.2833,-82.8667,27.99,80,100,0.7,PA,1683429121
208,grand falls-windsor,48.9332,-55.6649,1.95,90,96,1.61,CA,1683429121
209,andalusia,31.3085,-86.4833,21.97,94,100,2.23,US,1683429121
210,selkirk,50.1436,-96.8845,15.06,65,100,2.68,CA,1683429121
211,pisco,-13.7,-76.2167,21.03,83,0,6.17,PE,1683429122
212,verkh-chebula,56.0308,87.6218,18.76,45,24,1.29,RU,1683429122
213,kone,-21.0595,164.8658,27.44,60,42,2.98,NC,1683429122
214,katsuura,35.1333,140.3,21.33,87,100,9.81,JP,1683429123
215,la passe,45.5549,-0.8967,16.13,95,38,3.91,FR,1683429123
216,hiroshima,34.3963,132.4594,16.88,97,100,1.67,JP,1683429123
217,zambrow,52.9855,22.2432,3.05,71,97,3.0,PL,1683429124
218,yeppoon,-23.1333,150.7333,26.88,58,59,3.2,AU,1683429021
219,owando,-0.4819,15.8999,20.97,95,100,0.82,CG,1683429124
220,jaffa,32.0504,34.7522,18.09,72,0,2.57,IL,1683429124
221,dakhla,23.6848,-15.958,18.63,85,0,12.02,EH,1683429125
222,qulsary,46.9531,54.0198,19.03,26,31,1.86,KZ,1683429125
223,midvagur,62.0511,-7.1939,8.46,93,100,6.69,FO,1683429125
224,nagqu,31.5,92.0,1.71,50,100,6.28,CN,1683429125
225,phongsali,21.6833,102.1058,31.64,29,5,1.53,LA,1683429126
226,alaghsas,17.0187,8.0168,29.21,11,43,7.76,NE,1683429126
227,port alberni,49.2413,-124.8028,12.71,73,100,2.68,CA,1683429126
228,tindouf,27.6711,-8.1474,16.13,68,0,5.62,DZ,1683429127
229,laguna paiva,-31.3039,-60.6589,16.08,90,66,1.92,AR,1683429127
230,sodankyla,67.4167,26.6,-1.06,96,99,1.98,FI,1683429127
231,mogocha,53.7333,119.7667,11.87,37,74,4.43,RU,1683429127
232,puerto rosario,-24.45,-57.0833,18.49,99,100,0.92,PY,1683429128
233,dudinka,69.4058,86.1778,-10.21,94,97,0.63,RU,1683429128
234,quang ngai,15.1167,108.8,37.4,45,18,2.17,VN,1683429128
235,newman,37.3138,-121.0208,16.27,77,73,0.45,US,1683429128
236,buenaventura,3.8801,-77.0312,25.21,96,100,2.38,CO,1683429129
237,altinopolis,-21.0256,-47.3739,18.64,89,44,1.52,BR,1683429129
238,polyarnyy,69.1989,33.4478,-1.89,92,27,2.97,RU,1683429129
239,puttalam,8.0362,79.8283,25.89,90,100,3.53,LK,1683429129
240,nemuro,43.3236,145.575,4.05,69,67,2.96,JP,1683429130
241,belmonte,-15.8631,-38.8828,23.99,84,1,4.25,BR,1683429130
242,susuman,62.7833,148.1667,0.99,55,19,1.32,RU,1683429130
243,gold camp,33.2937,-111.3043,24.7,30,0,2.93,US,1683429130
244,malango,-2.9627,119.9001,24.88,90,81,1.3,ID,1683429131
245,kismayo,-0.3582,42.5454,26.51,80,7,4.66,SO,1683429131
246,usinsk,65.9939,57.5281,-4.91,91,100,12.2,RU,1683429131
247,kupang,-10.1667,123.5833,32.32,66,20,9.26,ID,1683429132
248,floro,61.5996,5.0328,7.98,76,100,3.6,NO,1683429132
249,brookings,44.3114,-96.7984,12.28,93,100,1.54,US,1683428987
250,mata-utu,-13.2816,-176.1745,28.74,74,2,4.47,WF,1683429133
251,mont-laurier,46.5501,-75.4993,9.72,66,7,1.11,CA,1683429134
252,atherton,53.5237,-2.4935,13.49,94,99,1.03,GB,1683429134
253,fort mcmurray,56.7268,-111.381,14.36,40,38,4.4,CA,1683429062
254,carnarvon,-24.8667,113.6333,25.1,48,15,1.46,AU,1683428855
255,mirnyy,62.5353,113.9611,0.13,50,99,5.81,RU,1683429135
256,longyearbyen,78.2186,15.6401,-2.09,86,75,2.06,SJ,1683429135
257,okhotsk,59.3833,143.3,4.84,71,19,3.5,RU,1683429135
258,vilyuysk,63.7553,121.6247,-0.83,88,100,5.87,RU,1683429135
259,vikasnagar,30.4683,77.775,24.52,30,0,1.75,IN,1683429136
260,issia,6.4922,-6.5856,21.31,96,100,1.34,CI,1683429136
261,ulsan,35.5372,129.3167,11.02,91,100,7.65,KR,1683429137
262,inarajan village,13.2736,144.7484,31.54,83,100,4.33,GU,1683429137
263,lorengau,-2.0226,147.2712,29.65,71,23,2.57,PG,1683429137
264,vilhena,-12.7406,-60.1458,20.43,88,48,0.7,BR,1683429137
265,kodiak,57.79,-152.4072,4.73,87,100,4.12,US,1683429138
266,freetown,8.484,-13.2299,26.03,87,61,2.11,SL,1683429138
267,arfoud,31.4348,-4.2375,21.32,46,2,9.6,MA,1683429138
268,santiago,-33.4569,-70.6483,5.53,93,0,1.54,CL,1683428905
269,fuglafjordur,62.244,-6.814,8.26,98,98,8.04,FO,1683429139
270,hovd,48.0056,91.6419,1.25,100,100,0.76,MN,1683429139
271,lycksele,64.5954,18.6735,-5.07,100,100,0.0,SE,1683429140
272,urangan,-25.3,152.9,22.23,61,80,2.67,AU,1683429140
273,magadan,59.5667,150.8,9.74,75,14,2.11,RU,1683429140
274,belinskiy,52.9647,43.4165,1.54,63,0,3.96,RU,1683429140
275,funafuti,-8.5243,179.1942,32.0,79,40,4.12,TV,1683429141
276,chibougamau,49.9168,-74.3659,7.38,66,7,2.74,CA,1683429141
277,zeya,53.75,127.2667,16.38,27,9,3.03,RU,1683429141
278,kununurra,-15.7667,128.7333,29.99,26,5,5.14,AU,1683429142
279,zhangye,38.9342,100.4517,14.99,38,39,1.84,CN,1683429142
280,sao jose da coroa grande,-8.8978,-35.1478,24.97,81,23,1.35,BR,1683429142
281,yanam,16.7333,82.2167,32.33,59,35,1.51,IN,1683429142
282,kapa'a,22.0752,-159.319,27.99,67,75,8.75,US,1683429142
283,stung treng,13.5259,105.9683,35.82,46,88,2.47,KH,1683429143
284,turpan,42.9333,89.1667,17.1,25,59,0.65,CN,1683429143
285,zouerate,22.7187,-12.4521,21.39,33,0,6.99,MR,1683429143
286,gamba,-2.65,10.0,25.4,88,100,1.92,GA,1683429144
287,bouna,9.2667,-3.0,23.44,86,91,2.05,CI,1683429144
288,abadeh,31.1608,52.6506,16.93,13,0,0.95,IR,1683429144
289,maardu,59.4767,25.025,-1.33,91,0,0.89,EE,1683429145
290,mount pearl,47.5166,-52.7813,2.14,97,100,4.63,CA,1683429145
291,maracay,10.2469,-67.5958,24.61,61,89,1.33,VE,1683429145
292,juneau,58.3019,-134.4197,13.0,100,40,3.6,US,1683429145
293,melendugno,40.2747,18.3368,15.43,62,36,2.19,IT,1683429146
294,kourou,5.1552,-52.6478,26.03,93,100,3.07,GF,1683429146
295,nanga eboko,4.6833,12.3667,20.12,99,97,0.41,CM,1683429147
296,northam,51.0333,-4.2167,11.81,98,56,1.99,GB,1683429147
297,luis correia,-2.8792,-41.6669,25.37,88,11,3.82,BR,1683429147
298,ola,59.5833,151.2833,10.08,76,10,2.29,RU,1683429147
299,mulanje,-16.0316,35.5,14.76,82,2,1.78,MW,1683429147
300,santa ana de yacuma,-13.75,-65.4333,21.78,98,64,2.29,BO,1683429148
301,selfoss,63.9331,-20.9971,9.47,82,100,4.18,IS,1683429148
302,langsa,4.4683,97.9683,30.37,65,100,0.35,ID,1683429148
303,simrishamn,55.5565,14.3504,2.42,85,7,7.01,SE,1683429148
304,klimavichy,53.6135,31.9385,-0.87,58,82,2.38,BY,1683429149
305,thinadhoo,0.5333,72.9333,28.76,75,100,8.16,MV,1683429149
306,weno,7.4515,151.8468,30.97,79,75,2.57,FM,1683429149
307,bereznik,62.8551,42.7072,-2.95,64,100,4.6,RU,1683429150
308,sarangani,5.4033,125.4636,28.26,80,86,5.38,PH,1683429150
309,luena,-11.7833,19.9167,13.59,52,2,1.41,AO,1683429150
310,asubulaq,49.5583,83.0558,13.73,47,72,1.05,KZ,1683429150
311,christchurch,-43.5333,172.6333,16.64,81,75,1.54,NZ,1683428934
312,arawa,-6.2132,155.5367,30.84,68,99,1.98,PG,1683429151
313,loralai,30.3705,68.598,19.47,15,0,4.09,PK,1683429151
314,rampur,28.8167,79.0333,27.28,34,0,2.5,IN,1683429152
315,caapora,-7.5156,-34.9083,24.2,88,37,2.49,BR,1683429152
316,remire-montjoly,4.9167,-52.2667,26.02,94,75,1.54,GF,1683429152
317,vilyuchinsk,52.9306,158.4028,10.15,74,88,3.42,RU,1683429152
318,gravellona toce,45.9286,8.4321,17.17,84,100,1.48,IT,1683429153
319,ishigaki,24.3448,124.1572,26.09,85,100,10.55,JP,1683429153
320,barah,13.7,30.3667,26.93,12,84,5.32,SD,1683429153
321,sayat,38.7839,63.8803,18.85,37,100,1.21,TM,1683429153
322,kaa-khem,51.6833,94.7333,14.34,34,100,0.21,RU,1683429154
323,lincheng,19.9078,109.6858,34.02,56,5,1.32,CN,1683429154
324,fortuna,40.5982,-124.1573,12.03,76,14,1.21,US,1683429154
325,galveston,29.3669,-94.9669,26.21,88,100,8.23,US,1683429154
326,riberalta,-10.9833,-66.1,22.97,98,89,0.46,BO,1683429155
327,sunnyside,46.3237,-120.0087,16.99,55,100,4.12,US,1683429155
328,erenhot,43.6475,111.9767,12.56,20,6,1.62,CN,1683429155
329,kanker,20.2719,81.4931,32.53,41,2,2.06,IN,1683429156
330,new plymouth,-39.0667,174.0833,19.75,100,100,0.45,NZ,1683429156
331,'ali al gharbi,32.4633,46.6864,27.92,8,1,4.15,IQ,1683429156
332,yaroslavl,57.6299,39.8737,-0.11,86,0,4.0,RU,1683429103
333,chapaev,50.2,51.1667,12.2,71,32,6.18,KZ,1683429158
334,kapit,2.0167,112.9333,32.12,59,100,0.3,MY,1683429158
335,richfield,44.8833,-93.283,15.19,95,100,5.66,US,1683429123
336,nynashamn,58.9034,17.9479,-0.5,76,97,2.52,SE,1683429159
337,ialibu,-6.2821,143.9935,23.58,53,100,2.01,PG,1683429159
338,veinticinco de mayo,-35.4323,-60.1727,14.43,100,100,0.45,AR,1683429159
339,srivardhan,18.0333,73.0167,29.02,64,78,1.75,IN,1683429160
340,campo formoso,-10.5075,-40.3214,20.01,96,48,2.61,BR,1683429160
341,novodvinsk,64.4165,40.8122,-2.04,68,15,2.26,RU,1683429160
342,bazarak,35.3129,69.5152,9.2,64,31,3.89,AF,1683429160
343,maracacume,-2.0428,-45.9592,22.44,98,37,0.91,BR,1683428994
344,kerrville,30.0474,-99.1403,26.42,82,75,4.12,US,1683429161
345,ulaangom,49.9811,92.0667,9.96,28,100,0.66,MN,1683429161
346,sisophon,13.5859,102.9737,36.0,42,87,4.1,KH,1683429161
347,hamilton,39.1834,-84.5333,18.91,75,0,3.6,US,1683429094
348,la sierpe,2.8518,-77.6155,25.44,94,100,2.1,CO,1683429162
349,bodaybo,57.8506,114.1933,4.14,68,99,6.85,RU,1683429162
350,ilebo,-4.3167,20.5833,21.24,99,100,0.46,CD,1683429162
351,aykhal,66.0,111.5,-9.71,84,100,9.67,RU,1683429163
352,egilsstadir,65.2653,-14.3948,8.62,96,83,1.98,IS,1683429163
353,gagliano del capo,39.8442,18.3695,15.66,65,61,1.93,IT,1683429163
354,armacao de buzios,-22.7469,-41.8817,22.85,85,100,1.69,BR,1683429163
355,uliastay,47.7417,96.8444,9.85,45,100,5.07,MN,1683429164
356,wakkanai,45.4094,141.6739,7.65,61,0,3.45,JP,1683429164
357,along,28.1667,94.7667,18.72,90,97,0.98,IN,1683429164
358,crane,31.3974,-102.3501,27.05,12,59,0.39,US,1683429164
359,saint-leu,-21.15,55.2833,23.46,92,4,1.56,RE,1683429164
360,charters towers,-20.1,146.2667,27.65,39,19,2.28,AU,1683429165
361,odda,60.0691,6.5457,5.98,73,13,2.54,NO,1683429165
362,ibotirama,-12.1853,-43.2206,25.96,51,94,1.25,BR,1683429165
363,juquitiba,-23.9317,-47.0683,22.43,94,80,0.89,BR,1683429165
364,ambon,-3.6954,128.1814,31.24,51,40,2.57,ID,1683429166
365,garoowe,8.4054,48.4845,27.67,60,100,5.17,SO,1683429166
366,al wajh,26.2455,36.4525,23.62,48,0,4.25,SA,1683429166
367,marshall,34.3834,-86.3333,22.17,89,0,2.06,US,1683429166
368,victorica,-36.2151,-65.4359,11.36,58,100,4.21,AR,1683429167
369,ksar el kebir,35.0017,-5.9053,15.82,93,52,1.01,MA,1683429167
370,kuta,-8.7233,115.1723,30.0,74,20,5.81,ID,1683429167
371,urucara,-2.5364,-57.76,23.05,98,85,0.43,BR,1683429167
372,cruzeiro do sul,-29.5128,-51.9853,23.62,95,100,0.44,BR,1683429168
373,east grand forks,47.93,-97.0245,13.13,87,100,6.69,US,1683429168
374,mutuali,-14.8706,37.0044,15.13,87,2,1.28,MZ,1683429168
